# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.queueSize90P,1771102817220000000,1771102877218000000,1111
FlushQueue.executionTimeMaxNs,1771102817220000000,1771102877218000000,106300440575
NonBlockingReadAction.finalizedExecutionTimeUs,1771102817220000000,1771102877218000000,29467
NonBlockingReadAction.failedExecutionsCount,1771102817220000000,1771102877218000000,0
FlushQueue.executionTime90PNs,1771102817220000000,1771102877218000000,2244607
AWTEventQueue.dispatchTime90PNs,1771102817220000000,1771102877218000000,1531903
NonBlockingReadAction.failedExecutionTimeUs,1771102817220000000,1771102877218000000,0
NonBlockingReadAction.finalizedExecutionsCount,1771102817220000000,1771102877218000000,14
AWTEventQueue.dispatchTimeAvgNs,1771102817220000000,1771102877218000000,6516353.220547524
FlushQueue.queueSizeAvg,1771102817220000000,1771102877218000000,644.0189048239896
workspaceModel.moduleManagerBridge.build.module.graph.ms,1771102877218000000,1771102880969000000,0
jps.global.initialize.library.bridges.ms,1771102877218000000,1771102880969000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1771102877218000000,1771102880969000000,0
jps.library.entities.serializer.save.entities.ms,1771102877218000000,1771102880969000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1771102877218000000,1771102880969000000,0
jps.global.get.libraries.ms,1771102877218000000,1771102880969000000,0
workspaceModel.save.cache.to.file.ms,1771102877218000000,1771102880969000000,0
jps.global.initialize.library.bridges.after.loading.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.entities.ms,1771102877218000000,1771102880969000000,0
jps.save.global.entities.ms,1771102877218000000,1771102880969000000,20
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1771102877218000000,1771102880969000000,0
jps.app.storage.content.writer.save.component.ms,1771102877218000000,1771102880969000000,7
workspaceModel.mutableEntityStorage.entities.by.source.ms,1771102877218000000,1771102880969000000,0
jps.global.get.library.by.name.ms,1771102877218000000,1771102880969000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1771102877218000000,1771102880969000000,0
jps.global.handle.changed.events.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1771102877218000000,1771102880969000000,0
workspaceModel.global.updates.ms,1771102877218000000,1771102880969000000,0
workspaceModel.load.cache.metadata.from.file.ms,1771102877218000000,1771102880969000000,0
workspaceModel.do.save.caches.ms,1771102877218000000,1771102880969000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1771102877218000000,1771102880969000000,0
jps.global.handle.before.change.events.ms,1771102877218000000,1771102880969000000,0
workspaceModel.global.apply.state.to.project.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1771102877218000000,1771102880969000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1771102877218000000,1771102880969000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1771102877218000000,1771102880969000000,0
jps.app.storage.content.reader.load.component.ms,1771102877218000000,1771102880969000000,0
jps.load.initial.state.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1771102877218000000,1771102880969000000,0
workspaceModel.sync.entities.ms,1771102877218000000,1771102880969000000,0
workspaceModel.load.cache.from.file.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1771102877218000000,1771102880969000000,0
jps.global.get.library.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1771102877218000000,1771102880969000000,0
workspaceModel.global.updates.count,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1771102877218000000,1771102880969000000,0
jps.library.entities.serializer.load.entities.ms,1771102877218000000,1771102880969000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1771102877218000000,1771102880969000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1771102877218000000,1771102880969000000,0
workspaceModel.mutableEntityStorage.instances.count,1771102877218000000,1771102880969000000,0
FilePageCache.disposedBuffers,1771102877218000000,1771102880969000000,377
FilePageCache.pageHits,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalPagesReclaimed,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1771102877218000000,1771102880969000000,0
DirectByteBufferAllocator.reclaimed,1771102877218000000,1771102880969000000,40
FilePageCacheLockFree.totalPagesRequested,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalPagesHandedOver,1771102877218000000,1771102880969000000,0
DirectByteBufferAllocator.disposed,1771102877218000000,1771102880969000000,337
FilePageCacheLockFree.totalPagesWriteMs,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalBytesWritten,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1771102877218000000,1771102880969000000,0
FilePageCache.pageLoads,1771102877218000000,1771102880969000000,0
FilePageCache.totalPageLoadsUs,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.heapBytesInUse,1771102877218000000,1771102880969000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1771102877218000000,1771102880969000000,0
FilePageCache.uncachedFileAccess,1771102877218000000,1771102880969000000,0
StorageLockContext.competingThreads.90P,1771102877218000000,1771102880969000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1771102877218000000,1771102880969000000,41943040
FilePageCache.maxRegisteredFiles,1771102877218000000,1771102880969000000,1045
FilePageCacheLockFree.totalHeapBytesReclaimed,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalBytesRead,1771102877218000000,1771102880969000000,0
FilePageCache.maxCacheSizeInBytes,1771102877218000000,1771102880969000000,395313152
FilePageCacheLockFree.totalBytesRequested,1771102877218000000,1771102880969000000,0
DirectByteBufferAllocator.misses,1771102877218000000,1771102880969000000,0
FilePageCache.capacityInBytes,1771102877218000000,1771102880969000000,503316478
FilePageCacheLockFree.totalPageAllocationsWaited,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.nativeBytesInUse,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1771102877218000000,1771102880969000000,0
StorageLockContext.competingThreads.avg,1771102877218000000,1771102880969000000,0.0
DirectByteBufferAllocator.hits,1771102877218000000,1771102880969000000,0
StorageLockContext.competingThreads.max,1771102877218000000,1771102880969000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1771102877218000000,1771102880969000000,41943040
FileChannelInterruptsRetryer.totalRetriedAttempts,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalPagesReadMs,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalPagesWritten,1771102877218000000,1771102880969000000,0
FilePageCache.totalPageDisposalsUs,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1771102877218000000,1771102880969000000,0
FilePageCacheLockFree.totalPagesAllocated,1771102877218000000,1771102880969000000,0
FilePageCache.pageFastCacheHits,1771102877218000000,1771102880969000000,0
DiskQueryRelay.tasksExecuted,1771102877218000000,1771102880969000000,0
writeAction.count,1771102877218000000,1771102880969000000,1
writeAction.median.wait.ms,1771102877218000000,1771102880969000000,0
writeAction.wait.ms,1771102877218000000,1771102880969000000,1
writeAction.max.wait.ms,1771102877218000000,1771102880969000000,4
DiskQueryRelay.tasksRequested,1771102877218000000,1771102880969000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1771102877218000000,1771102880969000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1771102877218000000,1771102880969000000,0
cacheStateStorage.get.counter,1771102877218000000,1771102880969000000,0
cacheStateStorage.get.duration,1771102877218000000,1771102880969000000,0
cacheStateStorage.set.counter,1771102877218000000,1771102880969000000,8
cacheStateStorage.set.duration,1771102877218000000,1771102880969000000,52
workspaceModel.cachedValue.from.cache.count,1771102877218000000,1771102880969000000,1
workspaceModel.collect.changes.ms,1771102877218000000,1771102880969000000,0
workspaceModel.cachedValue.calculated.count,1771102877218000000,1771102880969000000,0
workspaceModel.replace.project.model.ms,1771102877218000000,1771102880969000000,0
workspaceModel.full.replace.project.model.ms,1771102877218000000,1771102880969000000,0
workspaceModel.on.before.changed.ms,1771102877218000000,1771102880969000000,0
workspaceModel.updates.ms,1771102877218000000,1771102880969000000,0
workspaceModel.to.snapshot.ms,1771102877218000000,1771102880969000000,0
workspaceModel.cachedValue.total.get.count,1771102877218000000,1771102880969000000,1
workspaceModel.updates.precise.ms,1771102877218000000,1771102880969000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1771102877218000000,1771102880969000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1771102877218000000,1771102880969000000,0
workspaceModel.initializing.ms,1771102877218000000,1771102880969000000,0
workspaceModel.loading.total.ms,1771102877218000000,1771102880969000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1771102877218000000,1771102880969000000,0
workspaceModel.check.recursive.update.ms,1771102877218000000,1771102880969000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1771102877218000000,1771102880969000000,0
workspaceModel.cachedValueWithParameters.clear.count,1771102877218000000,1771102880969000000,0
workspaceModel.on.changed.ms,1771102877218000000,1771102880969000000,0
workspaceModel.cachedValue.clear.count,1771102877218000000,1771102880969000000,0
workspaceModel.update.unloaded.entities.ms,1771102877218000000,1771102880969000000,0
workspaceModel.init.bridges.ms,1771102877218000000,1771102880969000000,0
workspaceModel.updates.count,1771102877218000000,1771102880969000000,0
workspaceModel.pre.handlers.ms,1771102877218000000,1771102880969000000,0
workspaceModel.loading.from.cache.ms,1771102877218000000,1771102880969000000,0
Indexing.writesQueuedAvg,1771102877218000000,1771102880969000000,0.0
Indexing.cache.totalCacheEvicted,1771102877218000000,1771102880969000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1771102877218000000,1771102880969000000,0
Indexes.stubs.lookupDurationAvgMs,1771102877218000000,1771102880969000000,0.0
Indexes.stubs.lookupDurationMaxMs,1771102877218000000,1771102880969000000,0.0
Indexing.cache.totalCacheAccesses,1771102877218000000,1771102880969000000,0
Indexing.totalTimeIndexersSleptMs,1771102877218000000,1771102880969000000,0
Indexes.entries.lookupDurationAvgMs,1771102877218000000,1771102880969000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1771102877218000000,1771102880969000000,0
Indexes.stubs.lookups,1771102877218000000,1771102880969000000,0
Indexing.writesQueuedMin,1771102877218000000,1771102880969000000,0
Indexing.cache.totalCacheMisses,1771102877218000000,1771102880969000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1771102877218000000,1771102880969000000,0
Indexes.entries.lookupDurationMaxMs,1771102877218000000,1771102880969000000,0.0
Indexes.entries.lookupDuration90PMs,1771102877218000000,1771102880969000000,0.0
Indexes.entries.lookups,1771102877218000000,1771102880969000000,0
Indexes.allKeys.lookupDurationAvgMs,1771102877218000000,1771102880969000000,0.0
Indexes.allKeys.lookupDuration90PMs,1771102877218000000,1771102880969000000,0.0
Indexes.stubs.lookupDuration90PMs,1771102877218000000,1771102880969000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1771102877218000000,1771102880969000000,0
Indexes.allKeys.lookupDurationMaxMs,1771102877218000000,1771102880969000000,0.0
Indexes.allKeys.lookups,1771102877218000000,1771102880969000000,0
Indexing.writesQueuedMax,1771102877218000000,1771102880969000000,0
VFS.fileChildByName,1771102877218000000,1771102880969000000,0
VFS.fileByIdCache.hits,1771102877218000000,1771102880969000000,0
VFS.invertedFileNameIndex.requests,1771102877218000000,1771102880969000000,0
VFS.fileByIdCache.misses,1771102877218000000,1771102880969000000,0
AWTEventQueue.dispatchTimeTotalNS,1771102877218000000,1771102880969000000,47258833
NonBlockingReadAction.finalizedExecutionTimeUs,1771102877218000000,1771102880969000000,0
NonBlockingReadAction.failedExecutionsCount,1771102877218000000,1771102880969000000,0
NonBlockingReadAction.failedExecutionTimeUs,1771102877218000000,1771102880969000000,0
NonBlockingReadAction.finalizedExecutionsCount,1771102877218000000,1771102880969000000,0
